Titulo,Autor,ImgUrl,SiteUrl,Preco
"      SIMBOLO PERDIDO DE DAN BROW,O    ","      Carmine, Alex    ",https://d1pkzhm5uq4mnt.cloudfront.net/imagens/capas/mp_06b19c1a81d08262d4b8649b4534a361.jpg,https://www.estantevirtual.com.br/wtrlivros/carmine-alex-simbolo-perdido-de-dan-brow-o-3016413647?show_suggestion=0,"R$ 25,14"
"      SIMBOLO PERDIDO DE DAN BROW,O    ","      Carmine, Alex    ",https://d1pkzhm5uq4mnt.cloudfront.net/imagens/capas/mp_06b19c1a81d08262d4b8649b4534a361.jpg,https://www.estantevirtual.com.br/wtrlivros/carmine-alex-simbolo-perdido-de-dan-brow-o-3016413651?show_suggestion=0,"R$ 25,14"
"      SIMBOLO PERDIDO DE DAN BROW,O    ","      Carmine, Alex    ",https://d1pkzhm5uq4mnt.cloudfront.net/imagens/capas/mp_06b19c1a81d08262d4b8649b4534a361.jpg,https://www.estantevirtual.com.br/wtrlivros/carmine-alex-simbolo-perdido-de-dan-brow-o-3016413656?show_suggestion=0,"R$ 25,14"
"      SIMBOLO PERDIDO DE DAN BROW,O    ","      Carmine, Alex    ",https://d1pkzhm5uq4mnt.cloudfront.net/imagens/capas/mp_06b19c1a81d08262d4b8649b4534a361.jpg,https://www.estantevirtual.com.br/wtrlivros/carmine-alex-simbolo-perdido-de-dan-brow-o-3016413653?show_suggestion=0,"R$ 25,14"
"      SIMBOLO PERDIDO DE DAN BROW,O    ","      Carmine, Alex    ",https://d1pkzhm5uq4mnt.cloudfront.net/imagens/capas/mp_06b19c1a81d08262d4b8649b4534a361.jpg,https://www.estantevirtual.com.br/wtrlivros/carmine-alex-simbolo-perdido-de-dan-brow-o-3016413649?show_suggestion=0,"R$ 25,14"
      Inferno: o Maior Desafio de Robert Langd...    ,      Dan Brown    ,https://5934488p.ha.azioncdn.net/capas-livros/9788580416299.jpg,https://www.estantevirtual.com.br/oba-livros-lidos/dan-brown-inferno-o-maior-desafio-de-robert-langdon-a-ultima-esperanca-da-human-2952087876?show_suggestion=0,"R$ 25,99"
      Inferno F. Simples    ,      Dan Brown    ,https://5934488p.ha.azioncdn.net/capas-livros/9788580413090-dan-brown-inferno-2925700357.jpg,https://www.estantevirtual.com.br/bancadathais/dan-brown-inferno-f-simples-2767250387?show_suggestion=0,"R$ 29,90"
      Inferno (Robert Langdon)    ,"      Brown, Dan    ",https://d1pkzhm5uq4mnt.cloudfront.net/imagens/capas/mp_331f4dc58f2f99fd80297bf88a8d5ae4.jpg,https://www.estantevirtual.com.br/livrariaeureka/brown-dan-inferno-robert-langdon--2732172888?show_suggestion=0,"R$ 29,90"
      Inferno (Robert Langdon)    ,"      Brown, Dan    ",https://d1pkzhm5uq4mnt.cloudfront.net/imagens/capas/mp_331f4dc58f2f99fd80297bf88a8d5ae4.jpg,https://www.estantevirtual.com.br/livrariaeureka/brown-dan-inferno-robert-langdon--2732172886?show_suggestion=0,"R$ 29,90"
      Inferno (Robert Langdon)    ,"      Brown, Dan    ",https://d1pkzhm5uq4mnt.cloudfront.net/imagens/capas/mp_331f4dc58f2f99fd80297bf88a8d5ae4.jpg,https://www.estantevirtual.com.br/livrariaeureka/brown-dan-inferno-robert-langdon--2732172885?show_suggestion=0,"R$ 29,90"
